,PassengerId,Survived,Age,SibSp,Parch,Fare,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3
84,85,1,-0.9279060673224339,0,0,-0.43676213497987365,1,0,0,0,1,1,0,0,1,0
85,86,1,0.2459854621411421,3,0,-0.32910202475951533,1,0,0,0,1,1,0,0,0,1
86,87,0,-1.0012742879139074,1,3,0.043683683994155176,1,0,0,0,1,0,1,0,0,1
87,88,0,0.07765871838555102,0,0,-0.48606442844527137,1,0,0,0,1,0,1,0,0,1
88,89,1,-0.4876967437735929,3,2,4.644392599719279,0,1,0,0,1,1,0,1,0,0
89,90,0,-0.4143285231821194,0,0,-0.48606442844527137,1,0,0,0,1,0,1,0,0,1
90,91,0,-0.047487420224751886,0,0,-0.48606442844527137,1,0,0,0,1,0,1,0,0,1
91,92,0,-0.7078014055480134,0,0,-0.4900045872454856,1,0,0,0,1,0,1,0,0,1
92,93,0,1.1997723298302976,1,0,0.5829904043503424,0,1,0,0,1,0,1,1,0,0
93,94,0,-0.2675920819991724,1,2,-0.23401903021910547,1,0,0,0,1,0,1,0,0,1
94,95,0,2.1535591975194532,0,0,-0.5021631365156053,1,0,0,0,1,0,1,0,0,1
95,96,0,0.07765871838555102,0,0,-0.48606442844527137,1,0,0,0,1,0,1,0,0,1
96,97,0,3.0339778446171355,0,0,0.04930213311070178,0,1,1,0,0,0,1,1,0,0
97,98,1,-0.4876967437735929,0,1,0.6269257910127927,0,1,1,0,0,0,1,1,0,0
98,99,1,0.3193536827326156,0,1,-0.18521982138090567,1,0,0,0,1,1,0,0,1,0
99,100,0,0.3193536827326156,1,0,-0.12484966611715337,1,0,0,0,1,0,1,0,1,0
100,101,0,-0.12085564081622538,0,0,-0.4891674544258282,1,0,0,0,1,1,0,0,0,1
101,102,0,-0.12472903070018583,0,0,-0.4891674544258282,1,0,0,0,1,0,1,0,0,1
102,103,0,-0.6344331849565399,0,1,0.907228446579412,0,1,0,0,1,0,1,1,0,0
103,104,0,0.2459854621411421,0,0,-0.47390587917515165,1,0,0,0,1,0,1,0,0,1
104,105,0,0.5394583445070361,2,0,-0.48857985158126105,1,0,0,0,1,0,1,0,0,1
105,106,0,-0.12085564081622538,0,0,-0.4891674544258282,1,0,0,0,1,0,1,0,0,1
106,107,1,-0.6344331849565399,0,0,-0.49411378248043836,1,0,0,0,1,1,0,0,0,1
107,108,1,-0.1564058993460195,0,0,-0.4915983593444487,1,0,0,0,1,0,1,0,0,1
108,109,0,0.6128265650985096,0,0,-0.4891674544258282,1,0,0,0,1,0,1,0,0,1
109,110,1,0.28642425781564607,1,0,-0.16207792852980066,1,0,0,1,0,1,0,0,0,1
110,111,0,1.273140550421771,0,0,0.39835834616870003,0,1,0,0,1,0,1,1,0,0
111,112,0,-1.1113266188011177,1,0,-0.3571902456652305,1,0,1,0,0,1,0,0,0,1
112,113,0,-0.5610649643650664,0,0,-0.48606442844527137,1,0,0,0,1,0,1,0,0,1
113,114,0,-0.7078014055480134,1,0,-0.45034541991421795,1,0,0,0,1,1,0,0,0,1
114,115,0,-0.9279060673224339,0,0,-0.35710773978637,1,0,1,0,0,1,0,0,0,1
115,116,0,-0.6344331849565399,0,0,-0.48857985158126105,1,0,0,0,1,0,1,0,0,1
116,117,0,2.9972937343213983,0,0,-0.49210144397164657,1,0,0,1,0,0,1,0,0,1
117,118,0,-0.047487420224751886,1,0,-0.22546659155674054,1,0,0,0,1,0,1,0,1,0
118,119,0,-0.4143285231821194,0,1,4.332898697266388,0,1,1,0,0,0,1,1,0,0
119,120,0,-2.0284293761945364,4,2,-0.01869880977838891,1,0,0,0,1,1,0,0,0,1
120,121,0,-0.6344331849565399,2,0,0.8310111255589249,1,0,0,0,1,0,1,0,1,0
121,122,0,0.07765871838555102,0,0,-0.48606442844527137,1,0,0,0,1,0,1,0,0,1
122,123,0,0.20930135184540535,1,0,-0.04293139010125909,1,0,1,0,0,0,1,0,1,0
123,124,1,0.20930135184540535,0,0,-0.38645367226008004,0,1,0,0,1,1,0,0,1,0
124,125,0,1.7867180945620855,0,1,0.907228446579412,0,1,0,0,1,0,1,1,0,0
125,126,1,-1.2947471702798015,1,0,-0.4218366202601652,1,0,1,0,0,0,1,0,0,1
126,127,0,0.41442600575116434,0,0,-0.49210144397164657,1,0,0,1,0,0,1,0,0,1
127,128,1,-0.4143285231821194,0,0,-0.5043424991206268,1,0,0,0,1,0,1,0,0,1
128,129,1,-0.28348532721293374,1,1,-0.1981329975918223,0,1,1,0,0,1,0,0,0,1
129,130,0,1.1264041092388242,0,0,-0.5076970674147826,1,0,0,0,1,0,1,0,0,1
130,131,0,0.2459854621411421,0,0,-0.4891674544258282,1,0,1,0,0,0,1,0,0,1
131,132,0,-0.7078014055480134,0,0,-0.5061878135331888,1,0,0,0,1,0,1,0,0,1
132,133,0,1.273140550421771,1,0,-0.35626859462820387,1,0,0,0,1,1,0,0,0,1
133,134,1,-0.047487420224751886,1,0,-0.12484966611715337,1,0,0,0,1,1,0,0,1,0
134,135,0,-0.34096030259064586,0,0,-0.38645367226008004,1,0,0,0,1,0,1,0,1,0
135,136,0,-0.4876967437735929,0,0,-0.3452852510472186,1,0,1,0,0,0,1,0,1,0
136,137,1,-0.7811696261394868,0,2,-0.11914871112174634,0,1,0,0,1,1,0,1,0,0
137,138,0,0.5394583445070361,1,0,0.4204940697654092,0,1,0,0,1,0,1,1,0,0
138,139,0,-1.0012742879139074,0,0,-0.4625864750631981,1,0,0,0,1,0,1,0,0,1
139,140,0,-0.4143285231821194,0,0,0.9457144205600544,0,1,1,0,0,0,1,1,0,0
140,141,0,-0.3157146035860389,0,2,-0.34126057402963506,1,0,1,0,0,1,0,0,0,1
141,142,1,-0.5610649643650664,0,0,-0.49210144397164657,1,0,0,0,1,1,0,0,0,1
142,143,1,-0.4143285231821194,1,0,-0.32910202475951533,1,0,0,0,1,1,0,0,0,1
143,144,0,-0.7811696261394868,0,0,-0.512224829059564,1,0,0,1,0,0,1,0,0,1
144,145,0,-0.8545378467309603,0,0,-0.4166387498919562,1,0,0,0,1,0,1,0,1,0
145,146,0,-0.7811696261394868,1,1,0.0914767235779591,1,0,0,0,1,0,1,0,1,0
146,147,1,-0.19422386140769887,0,0,-0.49117979293462,1,0,0,0,1,0,1,0,0,1
147,148,0,-1.514851832054222,2,2,0.043683683994155176,1,0,0,0,1,1,0,0,0,1
148,149,0,0.5027742342112993,0,2,-0.12484966611715337,0,1,0,0,1,0,1,0,1,0
149,150,0,0.9062994474644036,0,0,-0.38645367226008004,1,0,0,0,1,0,1,0,1,0
150,151,0,1.566613432787665,0,0,-0.39601228017684087,1,0,0,0,1,0,1,0,1,0
151,152,1,-0.5610649643650664,1,0,0.6921597684522944,0,1,0,0,1,1,0,1,0,0
152,153,0,1.8967704254492959,0,0,-0.48606442844527137,1,0,0,0,1,0,1,0,0,1
153,154,0,0.7962471165771934,0,2,-0.35626859462820387,1,0,0,0,1,0,1,0,0,1
154,155,0,0.009944938904568934,0,0,-0.5009054249476105,1,0,0,0,1,0,1,0,0,1
155,156,0,1.566613432787665,0,1,0.5870995995852952,1,0,1,0,0,0,1,1,0,0
156,157,1,-1.0012742879139074,0,0,-0.4924375045026148,1,0,0,1,0,1,0,0,0,1
157,158,0,0.025880800366721614,0,0,-0.48606442844527137,1,0,0,0,1,0,1,0,0,1
158,159,0,-0.3025591306063849,0,0,-0.4737388550789219,1,0,0,0,1,0,1,0,0,1
159,160,0,-1.3776630207016896,8,2,0.751523754461651,1,0,0,0,1,0,1,0,0,1
160,161,0,1.0530358886473505,0,1,-0.32407117848753597,1,0,0,0,1,0,1,0,0,1
161,162,1,0.7595630062814566,0,0,-0.33111436326830707,1,0,0,0,1,1,0,0,1,0
162,163,0,-0.2675920819991724,0,0,-0.4915983593444487,1,0,0,0,1,0,1,0,0,1
163,164,0,-0.9279060673224339,0,0,-0.4737388550789219,1,0,0,0,1,0,1,0,0,1
164,165,0,-2.10179759678601,4,1,0.15058916727371655,1,0,0,0,1,0,1,0,0,1
165,166,1,-1.514851832054222,0,2,-0.23502519947350137,1,0,0,0,1,0,1,0,0,1
166,167,1,-0.2652529459091015,0,1,0.4587285014324523,0,1,0,0,1,1,0,1,0,0
167,168,0,1.1264041092388242,1,4,-0.08661523445011025,1,0,0,0,1,1,0,0,0,1
168,169,0,1.4605432057446155,0,0,-0.12635891999874715,1,0,0,0,1,0,1,1,0,0
169,170,0,-0.12085564081622538,0,0,0.48882906084695926,1,0,0,0,1,0,1,0,0,1
170,171,0,2.3002956387024,0,0,0.026075722042227415,0,1,0,0,1,0,1,1,0,0
171,172,0,-1.8816929350115894,4,1,-0.061964087717411374,1,0,0,1,0,0,1,0,0,1
172,173,1,-2.10179759678601,1,1,-0.42401799520369554,1,0,0,0,1,1,0,0,0,1
173,174,0,-0.6344331849565399,0,0,-0.48857985158126105,1,0,0,0,1,0,1,0,0,1
174,175,0,1.9334545357450326,0,0,-0.03035427442131069,0,1,1,0,0,0,1,1,0,0
175,176,0,-0.8545378467309603,1,1,-0.4900045872454856,1,0,0,0,1,0,1,0,0,1
176,177,0,-1.6388773575874966,3,1,-0.13558146738453974,1,0,0,0,1,0,1,0,0,1
177,178,0,1.4932452121961917,0,0,-0.07026498406617734,0,1,1,0,0,1,0,1,0,0
178,179,0,0.025880800366721614,0,0,-0.38645367226008004,1,0,0,0,1,0,1,0,1,0
179,180,0,0.4660901239155626,0,0,-0.6480576784030068,1,0,0,0,1,0,1,0,0,1
180,181,0,-1.3776630207016896,8,2,0.751523754461651,1,0,0,0,1,1,0,0,0,1
181,182,0,0.15199640440747691,0,0,-0.3452007328298493,1,0,1,0,0,0,1,0,1,0
182,183,0,-1.514851832054222,4,2,-0.016434928955998185,1,0,0,0,1,0,1,0,0,1
183,184,1,-2.10179759678601,2,1,0.13675434002577333,0,1,0,0,1,0,1,0,1,0
184,185,1,-1.8816929350115894,0,2,-0.2048401218416252,1,0,0,0,1,1,0,0,0,1
185,186,0,1.2180973808608118,0,0,0.35811157599286514,0,1,0,0,1,0,1,1,0,0
186,187,1,0.25544888801239435,1,0,-0.3361452095402864,1,0,0,1,0,1,0,0,0,1
187,188,1,1.1264041092388242,0,0,-0.11378180431879875,1,0,0,0,1,0,1,1,0,0
188,189,0,0.7595630062814566,1,1,-0.3361452095402864,1,0,0,1,0,0,1,0,0,1
189,190,0,0.4660901239155626,0,0,-0.4891674544258282,1,0,0,0,1,0,1,0,0,1
190,191,1,0.17261724154966862,0,0,-0.38645367226008004,1,0,0,0,1,1,0,0,1,0
191,192,0,-0.7811696261394868,0,0,-0.38645367226008004,1,0,0,0,1,0,1,0,1,0
192,193,1,-0.7811696261394868,1,0,-0.4900045872454856,1,0,0,0,1,1,0,0,0,1
193,194,1,-1.9550611556030628,1,1,-0.12484966611715337,0,1,0,0,1,0,1,0,1,0
194,195,1,1.0530358886473505,0,0,-0.09022134505786503,0,1,1,0,0,1,0,1,0,0
195,196,1,2.0801909769279794,0,0,2.300436803386727,0,1,1,0,0,1,0,1,0,0
196,197,0,0.41442600575116434,0,0,-0.49210144397164657,1,0,0,1,0,0,1,0,0,1
197,198,0,0.9062994474644036,0,1,-0.478936725447131,1,0,0,0,1,0,1,0,0,1
198,199,1,0.41442600575116434,0,0,-0.49210144397164657,1,0,0,1,0,1,0,0,0,1
199,200,0,-0.4143285231821194,0,0,-0.38645367226008004,1,0,0,0,1,1,0,0,1,0
200,201,0,-0.12085564081622538,0,0,-0.4568855200677911,1,0,0,0,1,0,1,0,0,1
201,202,0,-1.3776630207016896,8,2,0.751523754461651,1,0,0,0,1,0,1,0,0,1
202,203,0,0.3193536827326156,0,0,-0.5173401935489127,1,0,0,0,1,0,1,0,0,1
203,204,0,1.1630882195345609,0,0,-0.5026662211428032,1,0,1,0,0,0,1,0,0,1
204,205,1,-0.8545378467309603,0,0,-0.48606442844527137,1,0,0,0,1,0,1,0,0,1
205,206,0,-2.0284293761945364,0,1,-0.43751676192067057,0,1,0,0,1,1,0,0,0,1
206,207,0,0.17261724154966862,1,0,-0.32910202475951533,1,0,0,0,1,0,1,0,0,1
207,208,1,-0.2675920819991724,0,0,-0.26998958106375787,1,0,1,0,0,0,1,0,0,1
208,209,1,-1.0012742879139074,0,0,-0.49210144397164657,1,0,0,1,0,1,0,0,0,1
209,210,1,0.7595630062814566,0,0,-0.024232740677566176,0,1,1,0,0,0,1,1,0,0
210,211,0,-0.4143285231821194,0,0,-0.5061878135331888,1,0,0,0,1,0,1,0,0,1
211,212,1,0.3927219033240891,0,0,-0.22546659155674054,1,0,0,0,1,1,0,0,1,0
212,213,0,-0.5610649643650664,0,0,-0.5021631365156053,1,0,0,0,1,0,1,0,0,1
213,214,0,0.025880800366721614,0,0,-0.38645367226008004,1,0,0,0,1,0,1,0,1,0
214,215,0,0.10610380283943516,1,0,-0.49210144397164657,1,0,0,1,0,0,1,0,0,1
215,216,1,0.09924902095819511,1,0,1.6314187674308411,0,1,1,0,0,1,0,1,0,0
216,217,1,-0.19422386140769887,0,0,-0.48857985158126105,1,0,0,0,1,1,0,0,0,1
217,218,0,0.9062994474644036,1,0,-0.10472628102923592,1,0,0,0,1,0,1,0,1,0
218,219,1,0.17261724154966862,0,0,0.8871895797088641,0,1,1,0,0,1,0,1,0,0
219,220,0,0.025880800366721614,0,0,-0.43676213497987365,1,0,0,0,1,0,1,0,1,0
220,221,1,-1.0012742879139074,0,0,-0.48606442844527137,1,0,0,0,1,0,1,0,0,1
221,222,0,-0.19422386140769887,0,0,-0.38645367226008004,1,0,0,0,1,0,1,0,1,0
222,223,0,1.566613432787665,0,0,-0.48606442844527137,1,0,0,0,1,0,1,0,0,1
223,224,0,-0.12472903070018583,0,0,-0.4891674544258282,1,0,0,0,1,0,1,0,0,1
224,225,1,0.6128265650985096,1,0,1.1630469795095626,0,1,0,0,1,0,1,1,0,0
225,226,0,-0.5610649643650664,0,0,-0.45990402783097867,1,0,0,0,1,0,1,0,0,1
226,227,1,-0.7811696261394868,0,0,-0.43676213497987365,1,0,0,0,1,0,1,0,1,0
227,228,0,-0.6711172952522766,0,0,-0.5021631365156053,1,0,0,0,1,0,1,0,0,1
228,229,0,-0.8545378467309603,0,0,-0.38645367226008004,1,0,0,0,1,0,1,0,1,0
229,230,0,-1.6388773575874966,3,1,-0.13558146738453974,1,0,0,0,1,1,0,0,0,1
230,231,1,0.3927219033240891,1,0,1.0317418918109011,0,1,0,0,1,1,0,1,0,0
231,232,0,-0.047487420224751886,0,0,-0.4915983593444487,1,0,0,0,1,0,1,0,0,1
232,233,0,2.1535591975194532,0,0,-0.3763919797161213,1,0,0,0,1,0,1,0,1,0
233,234,1,-1.8083247144201158,4,2,-0.016434928955998185,1,0,0,0,1,1,0,0,0,1
234,235,0,-0.4143285231821194,0,0,-0.43676213497987365,1,0,0,0,1,0,1,0,1,0
235,236,0,0.10720100060975452,0,0,-0.4961261209892301,1,0,0,0,1,1,0,0,0,1
236,237,0,1.0530358886473505,1,0,-0.12484966611715337,1,0,0,0,1,0,1,0,1,0
237,238,1,-1.5882200526456953,0,2,-0.11981881984517401,1,0,0,0,1,1,0,0,1,0
238,239,0,-0.7811696261394868,0,0,-0.43676213497987365,1,0,0,0,1,0,1,0,1,0
239,240,0,0.2459854621411421,0,0,-0.40104312644882023,1,0,0,0,1,0,1,0,1,0
240,241,0,-0.6490955207875867,1,0,-0.3571902456652305,1,0,1,0,0,1,0,0,0,1
241,242,1,0.25544888801239435,1,0,-0.3361452095402864,1,0,0,1,0,1,0,0,0,1
242,243,0,-0.047487420224751886,0,0,-0.43676213497987365,1,0,0,0,1,0,1,0,1,0
243,244,0,-0.5610649643650664,0,0,-0.504678559651595,1,0,0,0,1,0,1,0,0,1
244,245,0,0.025880800366721614,0,0,-0.5026662211428032,1,0,1,0,0,0,1,0,0,1
245,246,0,1.0530358886473505,2,0,1.1630469795095626,0,1,0,1,0,0,1,1,0,0
246,247,0,-0.34096030259064586,0,0,-0.4915983593444487,1,0,0,0,1,1,0,0,0,1
247,248,1,-0.4143285231821194,0,2,-0.35626859462820387,1,0,0,0,1,1,0,0,1,0
248,249,1,0.5394583445070361,1,1,0.40951072618442386,0,1,0,0,1,0,1,1,0,0
249,250,0,1.7867180945620855,1,0,-0.12484966611715337,1,0,0,0,1,0,1,0,1,0
250,251,0,0.009944938904568934,0,0,-0.5021631365156053,1,0,0,0,1,0,1,0,0,1
251,252,0,-0.047487420224751886,1,1,-0.43751676192067057,0,1,0,0,1,1,0,0,0,1
252,253,0,2.373663859293874,0,0,-0.11378180431879875,0,1,0,0,1,0,1,1,0,0
253,254,0,0.025880800366721614,1,0,-0.32407117848753597,1,0,0,0,1,0,1,0,0,1
254,255,0,0.8329312268729301,0,2,-0.24131375731347557,1,0,0,0,1,1,0,0,0,1
255,256,1,-0.047487420224751886,0,2,-0.34126057402963506,1,0,1,0,0,1,0,0,0,1
256,257,1,0.36486294184807117,0,0,0.9457144205600544,1,0,1,0,0,1,0,1,0,0
257,258,1,0.025880800366721614,0,0,1.0926151317018515,0,1,0,0,1,1,0,1,0,0
258,259,1,0.3927219033240891,0,0,9.661740104981664,1,0,1,0,0,1,0,1,0,0
259,260,1,1.4932452121961917,0,1,-0.12484966611715337,1,0,0,0,1,1,0,0,1,0
260,261,0,0.41442600575116434,0,0,-0.49210144397164657,1,0,0,1,0,0,1,0,0,1
261,262,1,-1.9550611556030628,4,2,-0.016434928955998185,1,0,0,0,1,0,1,0,0,1
262,263,0,1.6399816533791385,1,1,0.9547699438496172,0,1,0,0,1,0,1,1,0,0
263,264,0,0.7595630062814566,0,0,-0.6480576784030068,0,1,0,0,1,0,1,1,0,0
264,265,0,0.41442600575116434,0,0,-0.49210144397164657,1,0,0,1,0,1,0,0,0,1
265,266,0,0.4660901239155626,0,0,-0.43676213497987365,1,0,0,0,1,0,1,0,1,0
266,267,0,-1.0012742879139074,4,1,0.15058916727371655,1,0,0,0,1,0,1,0,0,1
267,268,1,-0.34096030259064586,1,0,-0.4915983593444487,1,0,0,0,1,0,1,0,0,1
268,269,1,2.0801909769279794,0,1,2.440127305651523,0,1,0,0,1,1,0,1,0,0
269,270,1,0.3927219033240891,0,0,2.081343448242025,0,1,0,0,1,1,0,1,0,0
270,271,0,0.5302798490963601,0,0,-0.024232740677566176,1,0,0,0,1,0,1,1,0,0
271,272,1,-0.34096030259064586,0,0,-0.6480576784030068,1,0,0,0,1,0,1,0,0,1
272,273,1,0.8329312268729301,0,1,-0.2556516691886167,1,0,0,0,1,1,0,0,1,0
273,274,0,0.5394583445070361,0,1,-0.05039314129185886,0,1,1,0,0,0,1,1,0,0
274,275,1,0.41442600575116434,0,0,-0.49210144397164657,1,0,0,1,0,1,0,0,0,1
275,276,1,2.4470320798853473,1,0,0.9207272132963871,0,1,0,0,1,1,0,1,0,0
276,277,0,1.1264041092388242,0,0,-0.49210144397164657,1,0,0,0,1,1,0,0,0,1
277,278,0,0.39652366612483475,0,0,-0.6480576784030068,1,0,0,0,1,0,1,0,1,0
278,279,0,-1.661588273237169,4,1,-0.061964087717411374,1,0,0,1,0,0,1,0,0,1
279,280,1,0.3927219033240891,1,1,-0.24055913037267862,1,0,0,0,1,1,0,0,0,1
